ENSG	CDS	5utr	3utr	5utr|3utr	intron	intergenic	noncoding_exon	noncoding_intron
ENSG00000258884.1	0	0	0	0	0	0	0	4
ENSG00000165801.5	18	1	3	0	23	0	0	0
ENSG00000263647.1	0	0	0	0	0	0	7	0
ENSG00000154803.8	18	4	5	0	23	0	0	0
ENSG00000224429.3	0	0	0	0	0	0	0	3
ENSG00000196968.6	8	0	0	0	1	0	1	2
ENSG00000158125.5	0	0	0	0	7	0	0	0
ENSG00000244270.1	0	0	0	0	0	0	3	0
ENSG00000158764.6	0	0	0	0	1	0	0	0
ENSG00000146826.10	16	4	4	0	5	0	0	0
ENSG00000247950.2	0	0	0	0	0	0	2	9
ENSG00000254978.2	0	0	0	0	0	0	0	1
ENSG00000250572.1	0	0	0	0	0	0	0	1
ENSG00000262888.1	0	0	0	0	0	0	0	5
ENSG00000174279.4	1	0	0	0	1	0	0	0
ENSG00000212498.1	0	0	0	0	0	0	3	0
ENSG00000214530.3	6	2	0	0	23	0	0	0
ENSG00000152034.6	0	0	0	0	4	0	0	0
ENSG00000153827.9	191	6	9	0	269	0	0	0
ENSG00000243083.1	0	0	0	0	0	0	2	13
ENSG00000159387.7	1	1	0	0	3	0	0	0
ENSG00000241593.1	0	0	0	0	0	0	0	7
ENSG00000165061.10	0	0	0	0	52	0	0	0
ENSG00000155827.7	111	4	3	0	38	0	0	0
ENSG00000144199.7	6	0	1	0	12	0	0	0
ENSG00000154359.8	16	1	1	0	38	0	0	0
ENSG00000144635.4	26	1	4	0	79	0	0	0
ENSG00000267668.1	0	0	0	0	0	0	0	13
ENSG00000179520.6	0	0	0	0	10	0	0	0
ENSG00000170871.7	94	1	5	0	302	0	0	0
ENSG00000162105.12	19	1	4	0	249	0	0	0
ENSG00000230894.1	0	0	0	0	0	0	0	3
ENSG00000082196.16	1	0	2	0	5	0	0	0
ENSG00000267002.1	0	0	0	0	0	0	5	50
ENSG00000270580.1	0	0	0	0	0	0	22	20
ENSG00000253234.1	0	0	0	0	0	0	1	0
ENSG00000204991.6	26	0	2	0	93	0	7	11
ENSG00000103549.17	207	14	25	0	82	0	0	0
ENSG00000187109.9	415	32	74	0	227	0	0	0
ENSG00000259181.1	0	0	0	0	0	0	0	1
ENSG00000233585.1	0	0	0	0	0	0	2	0
ENSG00000137575.7	18	37	11	0	38	0	0	0
ENSG00000167395.10	81	2	5	0	8	0	0	0
ENSG00000253577.1	0	0	0	0	0	0	0	3
ENSG00000099957.12	0	0	0	0	2	0	0	2
ENSG00000165699.9	101	0	26	0	89	0	0	0
ENSG00000267761.2	0	0	0	0	0	0	0	34
ENSG00000271043.1	0	397	0	0	0	0	0	0
ENSG00000226440.3	0	0	0	0	0	0	0	18
ENSG00000125991.14	50	0	7	0	116	0	0	0
ENSG00000266774.1	0	0	0	0	0	0	0	1
ENSG00000260523.1	0	0	0	0	0	0	2	0
ENSG00000123130.12	9	1	4	0	32	0	0	0
ENSG00000267230.1	0	0	0	0	0	0	1	0
ENSG00000240527.1	0	0	0	0	0	0	0	5
ENSG00000066926.6	9	0	2	0	23	0	0	0
ENSG00000196636.7	6	0	2	0	66	0	0	0
ENSG00000164010.9	5	2	4	0	17	0	0	0
ENSG00000265371.1	0	0	0	0	0	0	1	0
ENSG00000234277.2	0	0	0	0	0	0	0	12
ENSG00000250989.1	0	0	0	0	0	0	2	0
ENSG00000163645.10	2	0	0	0	5	0	0	0
ENSG00000101596.10	125	2	10	0	269	0	0	0
ENSG00000258826.1	0	0	0	0	0	0	0	1
ENSG00000152558.10	16	12	57	0	75	0	0	2
ENSG00000135248.11	3	0	0	0	0	0	0	0
ENSG00000176406.16	53	1	1	0	759	0	0	0
ENSG00000267682.1	0	0	0	0	0	0	2	1
ENSG00000266744.1	0	0	0	0	0	0	1	8
ENSG00000205837.3	0	0	0	0	0	0	2	6
ENSG00000259175.1	0	0	0	0	0	0	1	0
ENSG00000258040.1	0	0	0	0	0	0	0	1
ENSG00000253561.1	0	0	0	0	0	0	0	3
ENSG00000230409.2	0	0	0	0	0	0	10	0
ENSG00000135744.7	0	0	0	0	2	0	0	0
ENSG00000157368.6	0	1	0	0	12	0	0	0
ENSG00000197448.9	63	0	3	0	23	0	5	2
ENSG00000227987.1	0	0	0	0	0	0	1	1
ENSG00000241973.6	254	0	2	0	385	0	0	0
ENSG00000168481.4	0	0	0	0	3	0	0	0
ENSG00000141522.7	108	9	21	0	8	0	0	0
ENSG00000136378.10	17	1	0	0	31	0	0	0
ENSG00000171282.9	115	0	7	0	71	0	0	0
ENSG00000159917.10	26	0	13	0	162	0	0	6
ENSG00000160050.10	2	2	1	0	1	0	0	0
ENSG00000111530.8	83	3	37	0	129	0	0	0
ENSG00000225724.1	0	0	0	0	0	0	1	0
ENSG00000222430.1	0	0	0	0	0	0	1	0
ENSG00000089234.11	37	0	9	0	62	0	0	0
ENSG00000236130.1	0	0	0	0	0	0	0	3
ENSG00000230026.2	0	0	0	0	0	0	3	0
ENSG00000197021.4	6	7	0	0	8	0	0	0
ENSG00000214460.3	0	0	0	0	0	0	1	0
ENSG00000196284.9	13	3	2	0	975	0	0	21
ENSG00000273151.1	0	0	0	0	0	0	3	0
ENSG00000226478.2	0	0	0	0	0	0	1	0
ENSG00000062485.14	33	6	10	0	93	0	0	0
ENSG00000248300.1	0	0	0	0	0	0	0	1
ENSG00000007202.10	203	2	3	0	83	0	0	0
ENSG00000178028.9	55	2	0	0	26	0	0	0
ENSG00000260017.1	0	0	0	0	0	0	0	2
ENSG00000256888.1	0	0	0	0	0	0	0	4
ENSG00000174914.1	1	0	0	0	0	0	0	0
ENSG00000235920.1	0	0	0	0	0	0	5	0
ENSG00000228415.2	0	0	0	0	0	0	4	0
ENSG00000250974.1	0	0	0	0	0	0	0	12
ENSG00000248692.1	0	0	0	0	0	0	0	7
ENSG00000223705.5	0	0	0	0	0	0	16	1
ENSG00000259583.1	0	0	0	0	0	0	0	4
ENSG00000164983.6	3	2	9	0	119	0	0	0
ENSG00000236137.1	0	0	0	0	0	0	1	21
ENSG00000248172.1	0	0	0	0	0	0	0	5
ENSG00000148498.11	45	9	0	0	735	0	0	0
ENSG00000257126.1	0	0	0	0	0	0	0	39
ENSG00000257022.1	0	0	0	0	0	0	1	4
ENSG00000241635.3	0	0	0	0	5	0	0	0
ENSG00000263120.1	0	0	0	0	0	0	4	0
ENSG00000223392.1	0	0	0	0	0	0	0	6
ENSG00000118596.7	1	1	11	0	95	0	0	0
ENSG00000263776.1	0	0	0	0	0	0	265	0
ENSG00000036672.11	7	0	4	0	7	0	0	0
ENSG00000254936.3	0	0	0	0	0	0	13	7
ENSG00000181045.10	25	5	6	0	44	0	0	0
ENSG00000179918.15	28	5	11	0	0	0	0	0
ENSG00000159110.15	21	2	14	0	229	0	0	0
ENSG00000262420.2	0	0	0	0	0	0	1	0
ENSG00000161573.6	0	0	0	0	1	0	0	0
ENSG00000142621.15	15	0	0	0	58	0	1	1
ENSG00000085224.16	469	14	20	0	464	0	0	0
ENSG00000256137.1	0	0	0	0	0	0	0	2
ENSG00000086712.8	88	0	19	0	169	0	0	0
ENSG00000178538.5	3	2	4	0	196	0	0	0
ENSG00000258215.1	0	0	0	0	0	0	4	0
ENSG00000206625.1	0	0	0	0	0	0	3	0
ENSG00000166123.9	29	4	22	0	449	0	0	0
ENSG00000135124.10	5	0	0	0	46	0	0	0
ENSG00000139714.8	0	0	0	0	2	0	0	0
ENSG00000233219.1	0	0	0	0	0	0	0	1
ENSG00000232455.2	0	0	0	0	0	0	0	1
ENSG00000074771.3	0	0	0	0	4	0	0	0
ENSG00000163605.10	70	3	18	0	272	0	0	0
ENSG00000230042.1	0	0	0	0	0	0	10	0
ENSG00000107593.15	0	0	1	0	7	0	0	0
ENSG00000243521.2	0	0	0	0	0	0	0	1
ENSG00000181404.13	0	0	0	0	0	0	7	4
ENSG00000133624.9	0	0	0	0	0	0	66	626
ENSG00000267653.1	0	0	0	0	0	0	0	4
ENSG00000213483.3	0	0	0	0	0	0	7	0
ENSG00000161243.4	4	0	1	0	23	0	0	0
ENSG00000248685.1	0	0	0	0	0	0	0	9
ENSG00000026103.15	7	0	2	0	10	0	0	0
ENSG00000163686.9	5	2	1	0	26	0	0	0
ENSG00000230667.4	0	0	0	0	0	0	1	0
ENSG00000011347.5	5	0	3	0	30	0	0	0
ENSG00000049247.9	0	0	0	0	2	0	0	0
ENSG00000128714.5	14	0	9	0	3	0	0	0
ENSG00000229876.1	0	0	0	0	0	0	0	3
ENSG00000158481.8	0	0	0	0	1	0	0	0
ENSG00000248762.2	0	0	0	0	0	0	0	1
ENSG00000203987.2	0	0	0	0	0	0	0	9
ENSG00000230817.1	0	0	0	0	0	0	0	24
ENSG00000142973.8	0	0	0	0	1	0	0	6
ENSG00000101017.9	4	0	1	0	8	0	0	0
ENSG00000239886.2	2	0	0	0	0	0	0	0
ENSG00000086189.5	6	0	4	0	19	0	0	0
ENSG00000182004.8	2	0	2	0	28	0	0	0
ENSG00000241058.1	28	15	1	0	290	0	0	0
ENSG00000229043.2	0	0	0	0	0	0	7	1
ENSG00000255375.1	0	0	0	0	0	0	0	1
ENSG00000240800.1	0	0	0	0	0	0	0	3
ENSG00000171773.2	0	0	0	0	1	0	0	0
ENSG00000251185.1	0	0	0	0	0	0	0	8
ENSG00000136931.5	0	0	1	0	10	0	0	0
ENSG00000234710.1	0	0	0	0	0	0	0	1
ENSG00000207248.1	0	0	0	0	0	0	1	0
ENSG00000138623.5	4	0	0	0	14	0	0	0
ENSG00000180425.7	2	0	0	0	9	0	0	0
ENSG00000108984.9	5	1	2	0	104	0	0	0
ENSG00000234149.1	0	0	0	0	0	0	0	3
ENSG00000225166.1	0	0	0	0	0	0	0	2
ENSG00000187862.7	1	0	0	0	3	0	0	0
ENSG00000165113.8	27	0	1	0	81	0	0	1
ENSG00000184857.7	3	0	2	0	4	0	0	5
ENSG00000254222.1	0	0	0	0	0	0	0	3
ENSG00000124177.10	321	0	16	0	568	0	0	0
ENSG00000213659.4	0	0	0	0	0	0	7	0
ENSG00000171557.12	0	1	0	0	0	0	0	0
ENSG00000163069.8	13	0	16	0	25	0	0	0
ENSG00000168813.12	111	5	9	0	93	0	0	0
ENSG00000250271.1	0	0	0	0	0	0	0	1
ENSG00000168852.8	0	0	0	0	0	0	1	230
ENSG00000070614.10	46	7	21	0	108	0	0	0
ENSG00000237530.1	0	0	0	0	0	0	1	1
ENSG00000211456.6	32	1	10	0	137	0	0	0
ENSG00000270386.1	1	0	0	0	6	0	0	0
ENSG00000182208.8	16	0	0	0	117	0	0	13
ENSG00000198728.6	60	6	5	0	52	0	0	0
ENSG00000119669.3	26	2	0	0	0	0	0	0
ENSG00000176749.4	18	0	9	0	2	0	0	0
ENSG00000249022.1	0	0	0	0	0	0	0	5
ENSG00000089163.4	0	0	0	0	5	0	0	0
ENSG00000147687.12	8	0	0	0	114	0	0	0
ENSG00000255275.3	0	0	0	0	0	0	4	21
ENSG00000089195.10	14	1	0	0	16	0	0	0
ENSG00000140092.10	1	1	2	0	29	0	0	0
ENSG00000107147.7	0	0	0	0	34	0	0	0
ENSG00000237879.1	0	0	0	0	0	0	2	2
ENSG00000254238.1	0	0	0	0	0	0	0	1
ENSG00000260279.1	0	0	0	0	0	0	1	0
ENSG00000178502.5	24	0	2	0	19	0	0	0
ENSG00000116350.11	153	3	28	0	542	0	0	0
ENSG00000065413.12	3	0	0	0	135	0	0	0
ENSG00000221526.1	0	0	0	0	0	0	1	0
ENSG00000153250.13	12	4	12	0	244	0	0	0
ENSG00000083750.8	9	3	0	0	44	0	0	0
ENSG00000106948.12	51	2	6	0	69	0	0	0
ENSG00000248371.1	0	0	0	0	0	0	0	11
ENSG00000184634.11	94	2	0	0	46	0	0	0
ENSG00000104731.9	73	8	10	0	160	0	52	87
ENSG00000172757.8	60	5	17	0	5	0	1	14
ENSG00000255927.1	0	0	0	0	0	0	1	1
ENSG00000232729.3	0	0	0	0	0	0	0	3
ENSG00000118939.13	32	4	0	0	199	0	0	0
ENSG00000180035.6	18	1	2	0	52	0	0	0
ENSG00000229751.1	0	0	0	0	0	0	0	3
ENSG00000114251.9	8	6	18	0	13	0	0	0
ENSG00000260725.1	0	0	0	0	0	0	0	1
ENSG00000185504.12	37	3	5	0	21	0	0	0
ENSG00000085382.7	40	4	10	0	182	0	0	0
ENSG00000115568.11	80	19	2	0	34	0	0	0
ENSG00000196559.3	0	0	0	0	0	0	2	0
ENSG00000138741.6	10	0	0	0	47	0	0	0
ENSG00000267169.1	0	0	0	0	0	0	12	47
ENSG00000171004.13	32	1	8	0	727	0	0	0
ENSG00000163818.12	24	1	12	0	31	0	0	0
ENSG00000136709.7	75	2	42	0	401	0	0	0
ENSG00000144857.10	8	4	1	0	65	0	0	0
ENSG00000224315.2	0	0	0	0	0	0	8	0
ENSG00000228156.1	0	0	0	0	0	0	0	8
ENSG00000105366.11	0	0	0	0	4	0	0	0
ENSG00000185842.10	193	0	11	0	2845	0	0	0
ENSG00000189280.3	1	0	0	0	0	0	0	0
ENSG00000144182.12	5	1	0	0	12	0	0	0
ENSG00000233806.3	0	0	0	0	0	0	0	196
ENSG00000249967.1	5	0	0	0	45	0	0	0
ENSG00000027869.7	3	0	0	0	13	0	0	0
ENSG00000163811.7	125	0	23	0	434	0	0	0
ENSG00000176395.8	0	0	0	0	0	0	1	6
ENSG00000090554.8	5	0	1	0	10	0	0	0
ENSG00000136842.9	13	2	6	0	49	0	0	0
ENSG00000160294.6	278	16	0	0	214	0	0	0
ENSG00000182185.14	29	0	24	0	3409	0	0	0
ENSG00000086200.12	25	1	5	0	240	0	0	0
ENSG00000268566.1	0	0	0	0	0	0	0	3
ENSG00000204086.3	0	1	1	0	0	0	0	0
ENSG00000273143.1	0	0	0	0	0	0	1	17
ENSG00000264813.1	0	0	0	0	0	0	5	24
ENSG00000266120.1	0	0	0	0	0	0	0	5
ENSG00000235431.1	0	0	0	0	0	0	0	2
ENSG00000188559.9	41	0	5	0	296	0	0	0
ENSG00000258640.3	0	0	0	0	0	0	1	1
ENSG00000113722.12	1	0	0	0	2	0	0	0
ENSG00000091972.14	1	0	1	0	1	0	0	0
ENSG00000227782.1	2	0	0	0	0	0	0	0
ENSG00000145779.7	9	0	6	0	91	0	0	0
ENSG00000141748.8	0	0	0	0	4	0	0	0
ENSG00000207513.1	0	0	0	0	0	0	26	0
ENSG00000227331.1	0	0	0	0	0	0	4	0
ENSG00000050130.13	7	2	2	0	39	0	0	0
ENSG00000164778.4	31	6	6	0	12	0	0	0
ENSG00000183066.10	1	0	0	0	5	0	3	5
ENSG00000197256.6	19	8	5	0	21	0	0	0
ENSG00000256514.1	0	0	0	0	0	0	3	13
ENSG00000251577.1	0	0	0	0	0	0	0	2
ENSG00000231383.2	0	0	0	0	0	0	0	1
ENSG00000125903.4	1	0	0	0	0	0	0	0
ENSG00000257859.1	0	0	0	0	0	0	0	8
ENSG00000265542.1	0	0	0	0	0	0	0	22
ENSG00000149761.4	5	1	0	0	4	0	0	0
ENSG00000257594.2	27	3	11	0	0	0	0	0
ENSG00000144524.13	23	4	7	0	47	0	0	0
ENSG00000272645.1	0	0	0	0	0	0	32	0
ENSG00000224546.2	0	0	0	0	0	0	1	0
ENSG00000255776.1	0	0	0	0	0	0	3	0
ENSG00000241111.1	0	0	0	0	0	0	1	7
ENSG00000226944.1	0	0	0	0	0	0	0	1
ENSG00000211455.3	17	1	8	0	97	0	0	0
ENSG00000241288.3	0	0	0	0	0	0	8	37
ENSG00000250329.1	0	0	0	0	0	0	6	0
ENSG00000169862.14	3	1	0	0	252	0	0	0
ENSG00000213921.6	0	0	0	0	3	0	0	0
ENSG00000143924.14	51	4	6	0	233	0	0	0
ENSG00000107611.10	6	0	0	0	49	0	0	0
ENSG00000169439.7	7	6	8	0	133	0	0	0
ENSG00000133149.5	2	0	0	0	2	0	0	0
ENSG00000226818.1	0	0	0	0	0	0	2	0
ENSG00000092439.9	69	2	7	0	188	0	0	0
ENSG00000250350.1	0	0	0	0	0	0	6	0
ENSG00000257838.1	0	0	0	0	0	0	0	2
ENSG00000099889.9	21	2	3	0	48	0	0	0
ENSG00000250962.1	0	0	0	0	0	0	1	0
ENSG00000253725.1	0	0	0	0	0	0	1	0
ENSG00000266876.1	0	0	0	0	0	0	1	0
ENSG00000223770.1	0	0	0	0	0	0	0	1
ENSG00000138085.12	9	9	2	0	5	0	0	0
ENSG00000213601.3	0	0	0	0	0	0	2	0
ENSG00000236499.2	0	0	0	0	0	0	6	0
ENSG00000120733.9	77	2	7	0	167	0	0	0
ENSG00000242396.1	0	0	0	0	0	0	2	0
ENSG00000237923.1	0	0	0	0	0	0	0	2
ENSG00000267641.1	0	0	0	0	0	0	0	1
ENSG00000258942.1	0	0	0	0	0	0	0	3
ENSG00000228666.1	0	0	0	0	0	0	1	0
ENSG00000253792.1	0	0	0	0	0	0	0	3
ENSG00000185254.8	0	0	0	0	4	0	0	0
ENSG00000142961.10	2	4	0	0	2	0	0	0
ENSG00000251314.2	0	0	0	0	0	0	0	98
ENSG00000125508.3	1	0	0	0	4	0	0	0
ENSG00000005486.12	7	1	4	0	9	0	0	2
ENSG00000206715.1	0	0	0	0	0	0	1	0
ENSG00000057608.12	68	6	16	0	155	0	0	0
ENSG00000185633.6	0	0	1	0	15	0	0	0
ENSG00000162374.12	0	0	0	0	20	0	0	0
ENSG00000230736.2	0	0	0	0	0	0	1	1
ENSG00000132561.9	4	0	0	0	17	0	0	0
ENSG00000183775.6	1	0	2	0	105	0	0	0
ENSG00000235548.1	0	0	0	0	0	0	1	0
ENSG00000188315.3	7	11	9	0	6	0	1	0
ENSG00000166152.3	0	0	0	0	2	0	0	0
ENSG00000237843.1	0	0	0	0	0	0	0	6
ENSG00000169508.6	0	0	0	0	1	0	0	0
ENSG00000173020.6	61	1	9	0	32	0	0	0
ENSG00000131375.5	41	1	13	0	113	0	0	0
ENSG00000140941.8	8	7	9	0	6	0	0	2
ENSG00000260914.2	23	0	0	0	24	0	0	0
ENSG00000255885.1	0	0	0	0	0	0	1	0
ENSG00000153707.11	12	0	2	0	174	0	0	0
ENSG00000261448.1	0	0	0	0	0	0	0	1
ENSG00000200225.1	0	0	0	0	0	0	1	0
ENSG00000204444.6	0	0	0	0	3	0	0	0
ENSG00000160256.8	18	1	1	0	106	0	0	0
ENSG00000251307.1	0	0	0	0	0	0	0	25
ENSG00000243742.1	0	0	0	0	0	0	0	5
ENSG00000267898.1	0	0	0	0	0	0	1	0
ENSG00000100154.10	133	2	24	0	3398	0	0	0
ENSG00000130222.6	0	0	0	0	1	0	0	0
ENSG00000162004.12	20	1	1	0	13	0	4	0
ENSG00000166986.8	175	2	6	0	193	0	1	0
ENSG00000186529.10	0	0	2	0	2	0	0	0
ENSG00000178206.3	0	0	1	0	1	0	0	0
ENSG00000236782.1	0	0	0	0	0	0	0	1
ENSG00000204764.8	44	1	2	0	1377	0	0	0
ENSG00000197121.10	39	1	37	0	114	0	0	0
ENSG00000116981.3	1	0	0	0	7	0	0	0
ENSG00000245526.4	0	0	0	0	0	0	2	17
ENSG00000253427.1	0	0	0	0	0	0	0	1
ENSG00000138821.8	4	2	10	0	72	0	0	11
ENSG00000088538.12	178	0	8	0	1788	0	0	0
ENSG00000242686.2	0	0	0	0	0	0	0	1
ENSG00000231599.1	0	0	0	0	0	0	0	21
ENSG00000088833.13	23	0	3	0	24	0	0	1
ENSG00000267030.1	0	0	0	0	0	0	11	2
ENSG00000179912.15	95	3	7	0	635	0	0	0
ENSG00000238837.3	0	0	0	0	0	0	0	1
ENSG00000116863.10	9	0	0	0	29	0	0	0
ENSG00000086544.2	8	0	1	0	14	0	0	0
ENSG00000120705.8	33	5	22	0	111	0	0	0
ENSG00000197149.4	0	0	0	0	0	0	5	0
ENSG00000189180.11	26	1	33	0	106	0	0	0
ENSG00000203972.5	0	0	0	0	2	0	0	0
ENSG00000188693.7	0	0	0	0	0	0	2	6
ENSG00000235535.3	0	0	0	0	0	0	0	1
ENSG00000177453.3	0	1	0	0	28	0	0	0
ENSG00000269867.1	0	0	0	0	0	0	0	1
ENSG00000128915.7	60	1	27	0	89	0	0	0
ENSG00000224464.2	0	0	0	0	0	0	2	0
ENSG00000080986.8	47	4	2	0	61	0	0	0
ENSG00000254486.1	0	0	0	0	0	0	0	4
ENSG00000267360.2	1	0	0	0	143	0	2	10
ENSG00000257761.1	0	0	0	0	0	0	0	1
ENSG00000263165.1	0	0	0	0	0	0	1	2
ENSG00000168495.8	35	0	5	0	9	0	0	0
ENSG00000259234.1	0	0	0	0	0	0	0	12
ENSG00000103995.9	182	2	20	0	71	0	2	52
ENSG00000172794.15	0	0	2	0	19	0	0	0
ENSG00000253326.2	0	0	0	0	0	0	5	0
ENSG00000189149.7	0	0	0	0	0	0	5	18
ENSG00000253910.1	7	0	3	0	210	0	0	0
ENSG00000181751.5	1	0	5	0	16	0	0	0
ENSG00000236452.1	0	0	0	0	0	0	0	13
ENSG00000160602.9	14	0	6	0	5	0	0	0
ENSG00000261781.1	0	0	0	0	0	0	0	1
ENSG00000168229.3	0	0	0	0	2	0	0	0
ENSG00000234616.4	0	0	0	0	0	0	60	22
ENSG00000242242.1	0	0	0	0	0	0	0	51
ENSG00000232725.1	0	0	0	0	0	0	0	9
ENSG00000106819.7	0	0	0	0	2	0	0	0
ENSG00000198088.6	26	0	21	0	71	0	0	0
ENSG00000267248.1	0	0	0	0	0	0	4	13
ENSG00000104826.7	1	0	0	0	0	0	0	0
ENSG00000207313.1	0	0	0	0	0	0	159	0
ENSG00000162576.12	27	2	0	0	13	0	0	0
ENSG00000224931.2	0	0	0	0	0	0	1	0
ENSG00000260597.1	0	0	0	0	0	0	15	0
ENSG00000170577.7	2	3	6	0	2	0	0	0
ENSG00000146005.3	1	0	2	0	15	0	0	0
ENSG00000207165.1	0	0	0	0	0	0	498	0
ENSG00000236197.2	0	0	0	0	0	0	0	1
ENSG00000242808.3	0	0	0	0	0	0	1	144
ENSG00000065308.4	3	0	5	0	44	0	0	0
ENSG00000266088.1	0	0	0	0	0	0	0	1
ENSG00000179994.6	0	0	0	0	0	0	0	1
ENSG00000223694.1	0	0	0	0	0	0	4	0
ENSG00000260948.1	0	0	0	0	0	0	3	0
ENSG00000228620.1	0	0	0	0	0	0	0	2
ENSG00000093183.9	6	3	12	0	52	0	0	0
ENSG00000239653.1	0	0	0	0	0	0	10	20
ENSG00000229816.1	0	0	0	0	0	0	79	0
ENSG00000105205.6	0	0	0	0	4	0	0	0
ENSG00000243004.1	0	0	0	0	0	0	1	17
ENSG00000255893.1	0	0	0	0	0	0	2	0
ENSG00000239393.1	0	0	0	0	0	0	1	0
ENSG00000124279.7	13	0	0	0	7	0	0	0
ENSG00000253407.1	0	0	0	0	0	0	0	2
ENSG00000143674.6	86	7	34	0	203	0	0	0
ENSG00000071859.10	167	5	4	0	35	0	0	0
ENSG00000254932.2	0	0	0	0	0	0	0	1
ENSG00000239377.1	0	0	0	0	0	0	3	5
ENSG00000229131.1	0	0	0	0	0	0	1	0
ENSG00000188766.8	2	1	0	0	9	0	0	0
ENSG00000227057.3	42	0	0	0	21	0	0	0
ENSG00000242170.2	0	0	0	0	0	0	2	0
ENSG00000258881.2	2	2	13	0	94	0	0	0
ENSG00000251201.4	20	5	0	0	89	0	0	0
ENSG00000152402.6	5	1	5	0	122	0	0	0
ENSG00000076513.12	26	1	2	0	50	0	0	0
ENSG00000254277.1	0	0	0	0	0	0	0	3
ENSG00000214329.3	0	0	0	0	0	0	0	1
ENSG00000109099.9	1	1	0	0	9	0	0	0
ENSG00000204361.7	1	0	0	0	3	0	0	0
ENSG00000103152.7	11	0	0	0	12	0	0	0
ENSG00000165006.9	11	1	4	0	159	0	0	0
ENSG00000163820.10	78	6	25	0	142	0	0	0
ENSG00000171517.5	6	0	7	0	71	0	0	0
ENSG00000180979.5	6	1	3	0	1	0	0	0
ENSG00000231258.2	0	0	0	0	0	0	0	1
ENSG00000137875.4	1	0	0	0	0	0	0	0
ENSG00000260235.1	0	0	0	0	0	0	0	1
ENSG00000173200.8	1	0	1	0	10	0	0	0
ENSG00000267287.1	0	0	0	0	0	0	1	1
ENSG00000160714.5	44	2	10	0	17	0	0	1
ENSG00000238002.2	0	0	0	0	0	0	2	0
ENSG00000100994.7	31	1	2	0	65	0	0	0
ENSG00000130052.9	0	0	0	0	81	0	0	0
ENSG00000238578.1	0	0	0	0	0	0	15	0
ENSG00000145495.10	53	9	50	0	236	0	0	0
ENSG00000165716.5	26	10	8	0	51	0	0	0
ENSG00000228016.1	0	0	0	0	0	0	0	10
ENSG00000231769.2	0	0	0	0	0	0	2	27
ENSG00000159197.3	0	0	0	0	2	0	0	0
ENSG00000183018.4	4	0	1	0	16	0	0	0
ENSG00000258655.1	0	0	0	0	0	0	1	0
ENSG00000271443.1	0	0	0	0	0	0	1	0
ENSG00000207765.1	0	0	0	0	0	0	5	0
ENSG00000127720.3	15	0	0	0	157	0	0	0
ENSG00000242299.1	0	0	0	0	0	0	1	0
ENSG00000259556.2	0	0	0	0	0	0	0	4
ENSG00000239649.2	0	0	0	0	0	0	1	0
ENSG00000157216.11	13	4	1	0	286	0	3	0
ENSG00000253227.1	0	0	0	0	0	0	0	1
ENSG00000141086.13	1	0	0	0	1	0	0	0
ENSG00000253313.1	0	0	1	0	1	0	0	0
ENSG00000163539.11	140	3	6	0	817	0	0	0
ENSG00000248871.1	0	0	0	0	4	0	0	0
ENSG00000254004.2	21	12	14	0	13	0	0	0
ENSG00000229229.1	0	0	0	0	0	0	1	1
ENSG00000188937.5	0	0	1	0	0	0	0	0
ENSG00000100314.3	1	0	1	0	1	0	0	0
ENSG00000175216.10	302	2	10	0	296	0	0	0
ENSG00000254946.1	0	0	0	0	0	0	1	5
ENSG00000126453.5	20	0	1	0	32	0	0	0
ENSG00000187867.4	3	1	0	0	4	0	0	0
ENSG00000178473.5	1	0	0	0	2	0	0	0
ENSG00000225879.1	0	0	0	0	0	0	0	1
ENSG00000168685.10	0	0	1	0	1	0	0	0
ENSG00000077274.7	1	1	2	0	4	0	0	0
ENSG00000237751.2	0	0	0	0	0	0	0	4
ENSG00000068697.6	12	2	1	0	13	0	0	0
ENSG00000111581.5	92	1	2	0	279	0	0	0
ENSG00000080709.10	2	0	0	0	37	0	0	0
ENSG00000154764.5	0	0	1	0	22	0	0	0
ENSG00000129221.10	0	0	0	0	6	0	0	0
ENSG00000184459.4	2	0	0	0	11	0	0	0
ENSG00000228874.1	0	0	0	0	0	0	1	0
ENSG00000232295.3	0	0	0	0	0	0	0	16
ENSG00000241839.5	3	0	2	0	8	0	0	0
ENSG00000240463.1	0	0	0	0	0	0	3	0
ENSG00000270540.1	0	0	0	0	0	0	2	0
ENSG00000102858.8	41	0	62	0	303	0	0	0
ENSG00000145725.15	28	4	8	0	92	0	0	0
ENSG00000263203.1	7	0	0	0	0	0	0	0
ENSG00000235635.1	0	0	0	0	0	0	0	1
ENSG00000226779.1	0	0	0	0	0	0	2	36
ENSG00000068745.10	99	8	18	0	170	0	0	11
ENSG00000232184.1	0	0	0	0	0	0	0	138
ENSG00000218739.5	3	1	29	0	40	0	0	0
ENSG00000022556.11	1	0	0	0	5	0	0	0
ENSG00000177030.12	46	0	3	0	226	0	1	2
ENSG00000170667.10	1	0	0	0	3	0	0	0
ENSG00000260091.1	0	0	0	0	0	0	1	0
ENSG00000146700.8	1	0	1	0	2	0	0	0
ENSG00000243658.1	0	0	0	0	0	0	1	0
ENSG00000163599.10	0	0	0	0	1	0	0	0
ENSG00000170469.6	5	0	0	0	16	0	0	0
ENSG00000117899.6	44	1	13	0	32	0	10	18
ENSG00000257621.3	0	0	0	0	0	0	173	207
